date,aqi,pm25,pm10,co,o3,no2,so2,temperature,humidity,holiday,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential,new_confirmed
2020-08-21,31.111111111111107,13.0,5.0,2.8,15.5,8.3,0.6,10.0,93.7,0,-46.0,-2.0,-44.0,-41.0,-30.0,18.0,825
2020-08-22,34.0,17.0,7.0,1.9,16.7,6.4,0.6,10.5,92.0,0,-33.0,12.0,-52.0,-30.0,-9.0,12.0,3903
2020-08-23,50.0,25.0,11.0,1.9,16.3,6.9,1.1,12.9,84.0,0,-41.0,1.0,-38.0,-37.0,-4.0,11.0,911
2020-08-24,50.0,25.0,12.0,2.8,15.1,9.2,1.1,13.3,81.0,0,-35.0,3.0,-28.0,-35.0,-28.0,15.0,327
2020-08-25,59.166666666666664,30.0,16.0,2.8,13.0,11.5,1.1,13.0,82.0,0,-35.0,4.0,-31.0,-36.0,-29.0,15.0,2441
2020-08-26,75.5,38.0,19.0,2.8,13.5,14.2,1.6,13.8,81.5,0,-35.0,5.0,-19.0,-34.0,-27.0,15.0,1892
2020-08-27,113.25,57.0,26.0,4.6,8.6,18.8,1.6,17.0,82.0,0,-34.0,9.0,-10.0,-34.0,-27.0,14.0,2083
2020-08-28,139.79166666666666,70.0,36.0,6.4,11.8,22.4,1.1,19.1,71.0,0,-34.0,11.0,1.0,-30.0,-24.0,13.0,2365
2020-08-29,143.875,72.0,38.0,8.2,14.3,24.3,1.1,21.9,60.5,0,-27.0,15.0,-18.0,-20.0,-2.0,6.0,0
2020-08-30,139.79166666666666,70.0,39.0,5.5,26.4,15.6,1.1,20.5,66.0,0,-37.0,4.0,-13.0,-30.0,0.0,6.0,1267
2020-08-31,100.0,50.0,18.0,2.8,26.4,7.8,0.6,18.6,84.5,0,-36.0,3.0,-26.0,-35.0,-28.0,13.0,171
2020-09-01,83.66666666666666,42.0,18.0,2.8,21.6,8.7,0.6,18.6,84.0,0,-35.0,7.0,-27.0,-35.0,-28.0,14.0,3042
2020-09-02,91.83333333333333,46.0,22.0,2.8,17.9,11.9,1.1,18.3,83.2,0,-33.0,9.0,-17.0,-33.0,-27.0,13.0,1579
2020-09-03,121.41666666666666,61.0,30.0,4.6,12.2,18.8,1.1,22.3,56.0,0,-30.0,16.0,-8.0,-31.0,-27.0,13.0,2496
2020-09-04,155.0,78.0,53.0,6.4,14.3,23.8,1.6,19.0,72.6,0,-30.0,17.0,-3.0,-27.0,-24.0,12.0,1166
2020-09-05,135.70833333333331,68.0,30.0,3.7,22.8,11.0,1.1,18.3,84.0,0,-23.0,23.0,-23.0,-16.0,-4.0,5.0,1245
2020-09-06,35.0,76.0,35.0,4.6,24.4,13.3,1.1,20.5,79.7,0,-34.0,9.0,-14.0,-27.0,-2.0,5.0,290
2020-09-07,155.0,78.0,34.0,3.7,32.5,7.4,1.1,19.0,82.0,0,-49.0,-13.0,-22.0,-61.0,-69.0,18.0,0
2020-09-08,147.95833333333331,74.0,32.0,3.7,23.6,13.8,1.1,18.8,86.0,0,-34.0,8.0,-27.0,-32.0,-28.0,11.0,580
2020-09-09,159.0,80.0,36.0,4.6,22.8,14.7,1.1,19.3,85.0,0,-33.0,10.0,-16.0,-31.0,-27.0,13.0,1653
2020-09-10,173.0,87.0,50.0,4.6,19.1,18.3,1.1,22.9,66.6,0,-29.0,17.0,-7.0,-29.0,-26.0,12.0,1505
2020-09-11,197.0,99.0,55.0,5.5,23.6,21.1,1.6,24.3,61.2,0,-31.0,14.0,1.0,-26.0,-23.0,13.0,1352
2020-09-12,237.5,119.0,60.0,7.3,29.7,21.5,1.6,26.3,51.5,0,-25.0,16.0,-21.0,-17.0,-2.0,7.0,1316
2020-09-13,202.08333333333334,102.0,51.0,5.5,28.1,15.1,1.1,25.8,40.1,0,-34.0,6.0,-18.0,-27.0,-1.0,6.0,294
2020-09-14,206.25,104.0,56.0,4.6,29.7,17.9,1.1,22.8,44.5,0,-34.0,2.0,-22.0,-32.0,-25.0,13.0,273
2020-09-15,42.0,21.0,10.0,2.8,17.9,8.7,0.6,16.5,87.0,0,-34.0,6.0,-30.0,-33.0,-25.0,14.0,1501
2020-09-16,125.5,63.0,27.0,3.7,17.9,13.8,1.1,19.4,82.0,0,-34.0,4.0,-14.0,-31.0,-25.0,14.0,1442
2020-09-17,169.0,85.0,43.0,5.5,24.0,18.8,1.1,19.4,82.0,0,-32.0,10.0,-13.0,-31.0,-25.0,13.0,1510
2020-09-18,177.0,89.0,54.0,7.3,14.7,33.0,1.6,21.1,73.0,0,-32.0,11.0,-8.0,-28.0,-22.0,13.0,1581
2020-09-19,287.0,144.0,67.0,10.0,32.9,28.8,1.6,23.0,63.0,0,-24.0,16.0,-22.0,-16.0,-1.0,7.0,1443
2020-09-20,42.0,21.0,9.0,3.7,22.8,3.7,0.6,17.0,88.2,0,-39.0,1.0,-42.0,-32.0,-3.0,8.0,281
2020-09-21,31.111111111111107,13.0,6.0,2.8,14.7,6.9,0.6,15.0,91.7,0,-37.0,-1.0,-42.0,-34.0,-27.0,15.0,228
2020-09-22,34.0,17.0,8.0,2.8,13.9,9.2,0.6,14.0,92.6,0,-40.0,-1.0,-49.0,-36.0,-28.0,16.0,1526
2020-09-23,67.33333333333333,34.0,16.0,2.8,13.0,11.5,0.6,17.0,87.5,0,-38.0,5.0,-32.0,-32.0,-25.0,15.0,1223
2020-09-24,109.16666666666667,55.0,22.0,3.7,15.9,12.4,1.1,17.7,82.0,0,-35.0,10.0,-23.0,-30.0,-24.0,14.0,1387
2020-09-25,147.95833333333331,74.0,34.0,5.5,13.9,20.2,1.6,20.0,68.0,0,-34.0,14.0,-11.0,-26.0,-20.0,13.0,1219
2020-09-26,173.0,87.0,45.0,8.2,32.9,26.6,1.6,24.4,55.7,0,-29.0,15.0,-30.0,-16.0,1.0,6.0,1104
2020-09-27,61.02272727272727,76.0,44.0,5.5,27.3,18.3,1.1,26.9,48.0,0,-38.0,4.0,-25.0,-24.0,1.0,6.0,123
2020-09-28,147.95833333333331,74.0,38.0,5.5,19.5,21.1,1.1,22.3,68.2,0,-41.0,-1.0,-36.0,-33.0,-25.0,14.0,158
2020-09-29,117.33333333333333,59.0,21.0,4.6,19.1,11.5,0.6,20.0,87.0,0,-38.0,5.0,-32.0,-31.0,-24.0,13.0,1373
2020-09-30,147.95833333333331,74.0,36.0,4.6,22.8,14.2,1.1,22.6,79.5,0,-35.0,12.0,-20.0,-28.0,-24.0,13.0,1228
2020-10-01,173.0,87.0,44.0,5.5,20.4,18.8,1.6,27.6,54.0,0,-32.0,21.0,-15.0,-27.0,-22.0,12.0,1143
2020-10-02,212.5,107.0,55.0,8.2,35.4,34.8,1.1,29.7,40.4,0,-32.0,17.0,-6.0,-20.0,-19.0,11.0,925
2020-10-03,139.79166666666666,70.0,27.0,4.6,22.8,6.9,0.6,22.0,82.0,0,-25.0,21.0,-35.0,-9.0,1.0,6.0,1099
2020-10-04,50.0,25.0,8.0,2.8,20.8,4.6,0.6,19.3,88.0,0,-35.0,9.0,-37.0,-20.0,0.0,7.0,0
2020-10-05,109.16666666666667,55.0,22.0,4.6,15.9,15.6,0.6,21.9,84.2,0,-34.0,7.0,-23.0,-25.0,-23.0,12.0,0
2020-10-06,185.0,93.0,50.0,7.3,13.9,21.1,1.1,22.7,82.0,0,-32.0,12.0,-25.0,-24.0,-23.0,11.0,1359
2020-10-07,155.0,78.0,44.0,5.5,11.4,20.6,1.1,26.8,66.5,0,-31.0,16.0,-18.0,-23.0,-22.0,11.0,0
2020-10-08,117.33333333333333,59.0,20.0,5.5,19.9,11.5,0.6,20.5,84.7,0,-30.0,19.0,-25.0,-24.0,-22.0,11.0,1812
2020-10-09,121.41666666666666,61.0,21.0,6.4,12.2,22.4,0.6,19.0,94.0,0,-38.0,7.0,-33.0,-25.0,-22.0,13.0,872
2020-10-10,75.5,38.0,14.0,3.7,19.5,8.3,0.6,17.1,76.5,0,-20.0,25.0,-30.0,-5.0,2.0,4.0,1210
2020-10-11,75.5,38.0,16.0,1.9,23.2,4.6,1.1,17.0,74.0,0,-29.0,12.0,-23.0,-16.0,5.0,5.0,418
2020-10-12,109.16666666666667,55.0,22.0,3.7,22.4,6.9,1.1,17.7,76.0,1,-43.0,-8.0,-12.0,-54.0,-68.0,17.0,116
2020-10-13,143.875,72.0,36.0,6.4,16.3,19.7,1.6,23.9,48.0,1,-34.0,7.0,-25.0,-24.0,-23.0,10.0,188
2020-10-14,163.0,82.0,41.0,4.6,19.9,16.0,1.1,20.5,76.0,1,-34.0,9.0,-21.0,-23.0,-22.0,12.0,1014
2020-10-15,105.08333333333333,53.0,18.0,3.7,20.8,11.5,0.6,18.0,87.5,1,-33.0,14.0,-36.0,-24.0,-23.0,13.0,1075
2020-10-16,67.33333333333333,34.0,14.0,2.8,16.7,10.1,0.6,15.6,87.0,1,-33.0,13.0,-30.0,-21.0,-19.0,13.0,0
2020-10-17,59.166666666666664,30.0,12.0,2.8,17.9,6.4,0.6,16.0,82.8,1,-25.0,18.0,-39.0,-9.0,3.0,7.0,2081
2020-10-18,75.5,38.0,15.0,2.8,20.8,5.5,1.1,18.0,82.0,0,-33.0,8.0,-31.0,-16.0,3.0,7.0,92
2020-10-19,91.83333333333333,46.0,20.0,4.6,14.3,12.8,1.1,19.0,82.0,0,-37.0,-4.0,-38.0,-26.0,-23.0,13.0,69
2020-10-20,139.79166666666666,70.0,30.0,5.5,16.7,17.4,0.6,20.0,82.0,0,-35.0,6.0,-35.0,-26.0,-23.0,13.0,888
2020-10-21,135.70833333333331,68.0,28.0,4.6,19.1,12.4,1.1,19.7,82.0,0,-31.0,12.0,-21.0,-22.0,-20.0,12.0,802
2020-10-22,67.33333333333333,34.0,14.0,2.8,19.1,6.4,0.6,19.0,77.0,0,-29.0,19.0,-14.0,-21.0,-20.0,11.0,847
2020-10-23,83.66666666666666,42.0,19.0,2.8,16.7,9.6,1.1,18.2,72.0,0,-29.0,18.0,0.0,-17.0,-17.0,11.0,1430
2020-10-24,109.16666666666667,55.0,22.0,4.6,12.2,13.8,1.1,20.0,73.6,0,-23.0,18.0,-31.0,-6.0,4.0,6.0,1186
2020-10-25,91.83333333333333,46.0,16.0,3.7,22.0,7.4,0.6,20.0,80.5,0,-36.0,4.0,-36.0,-20.0,2.0,7.0,423
2020-10-26,83.66666666666666,42.0,15.0,3.7,22.0,11.9,1.1,19.3,78.6,0,-33.0,9.0,-22.0,-23.0,-20.0,11.0,185
2020-10-27,109.16666666666667,55.0,25.0,4.6,23.6,14.7,1.1,22.2,68.0,0,-32.0,9.0,-20.0,-23.0,-21.0,12.0,1331
2020-10-28,121.41666666666666,61.0,33.0,6.4,25.2,23.4,1.6,24.1,46.0,0,-31.0,10.0,-11.0,-23.0,-19.0,11.0,1088
2020-10-29,147.95833333333331,74.0,40.0,4.6,18.7,18.8,1.6,21.1,64.0,0,-31.0,11.0,-21.0,-23.0,-19.0,11.0,1289
2020-10-30,42.0,21.0,8.0,2.8,16.7,10.6,0.6,17.0,88.0,0,-37.0,8.0,-38.0,-27.0,-22.0,13.0,1256
2020-10-31,34.0,17.0,7.0,2.8,17.9,6.0,0.6,15.5,87.0,0,-24.0,21.0,-42.0,-13.0,1.0,7.0,705
2020-11-01,42.0,21.0,10.0,2.8,16.7,4.6,0.6,14.0,84.5,0,-32.0,10.0,-37.0,-24.0,1.0,8.0,0
2020-11-02,42.0,21.0,10.0,1.9,15.1,4.6,0.6,14.0,76.0,1,-47.0,-11.0,-13.0,-58.0,-69.0,20.0,376
2020-11-03,67.33333333333333,34.0,15.0,2.8,13.5,10.6,1.6,15.0,74.5,1,-33.0,9.0,-31.0,-24.0,-20.0,11.0,187
2020-11-04,67.33333333333333,34.0,15.0,2.8,15.1,9.6,0.6,15.7,79.0,1,-31.0,11.0,-20.0,-23.0,-19.0,12.0,1000
2020-11-05,67.33333333333333,34.0,10.0,3.7,15.1,11.0,0.6,15.0,82.0,1,-29.0,19.0,-24.0,-23.0,-19.0,12.0,623
2020-11-06,67.33333333333333,34.0,13.0,2.8,16.7,9.2,0.6,16.0,74.5,1,-25.0,23.0,-5.0,-17.0,-15.0,10.0,0
2020-11-07,105.08333333333333,53.0,20.0,2.8,22.4,10.1,0.6,16.6,72.0,1,-15.0,27.0,-7.0,-2.0,7.0,4.0,0
2020-11-08,125.5,63.0,24.0,4.6,17.1,11.0,1.1,18.3,72.0,0,-23.0,16.0,18.0,-11.0,7.0,4.0,0
2020-11-09,125.5,63.0,28.0,3.7,18.7,12.4,1.6,20.0,82.0,0,-29.0,11.0,-25.0,-23.0,-19.0,11.0,0
2020-11-10,83.66666666666666,42.0,14.0,3.7,17.5,12.4,0.6,21.0,87.0,0,-28.0,13.0,-28.0,-23.0,-20.0,11.0,5306
2020-11-11,117.33333333333333,59.0,24.0,4.6,15.9,17.0,0.6,20.0,82.0,0,-32.0,5.0,-28.0,-23.0,-19.0,12.0,946
2020-11-12,100.0,50.0,17.0,4.6,18.3,13.3,0.6,20.1,82.0,0,-27.0,18.0,-22.0,-22.0,-19.0,11.0,1777
2020-11-13,117.33333333333333,59.0,23.0,4.6,11.8,15.1,0.6,20.0,84.5,0,-27.0,15.0,-15.0,-18.0,-16.0,11.0,1768
2020-11-14,109.16666666666667,55.0,21.0,4.6,17.9,12.8,0.6,21.0,82.0,0,-16.0,22.0,-9.0,-3.0,7.0,5.0,1313
2020-11-15,109.16666666666667,55.0,20.0,3.7,30.9,7.8,0.6,25.2,65.0,1,-17.0,41.0,27.0,11.0,13.0,3.0,300
2020-11-16,105.08333333333333,53.0,20.0,4.6,27.7,14.7,1.1,25.4,63.2,1,-30.0,8.0,-25.0,-24.0,-20.0,11.0,187
2020-11-17,50.0,25.0,10.0,3.7,16.3,9.2,0.6,20.0,82.2,1,-34.0,4.0,-38.0,-27.0,-21.0,13.0,2256
2020-11-18,50.0,25.0,10.0,3.7,11.8,12.4,0.6,16.6,87.0,1,-34.0,1.0,-36.0,-25.0,-20.0,13.0,1724
2020-11-19,50.0,25.0,8.0,2.8,11.0,11.5,0.6,16.1,88.0,1,-30.0,14.0,-36.0,-24.0,-20.0,12.0,1970
2020-11-20,50.0,25.0,10.0,2.8,14.7,7.4,0.6,15.8,82.0,1,-25.0,20.0,-11.0,-24.0,-25.0,13.0,0
2020-11-21,67.33333333333333,34.0,12.0,2.8,14.7,6.9,1.1,18.0,73.3,0,-16.0,21.0,-7.0,-6.0,4.0,5.0,3834
2020-11-22,67.33333333333333,34.0,12.0,2.8,15.5,5.5,1.1,18.0,77.0,0,-25.0,11.0,6.0,-12.0,6.0,5.0,498
2020-11-23,59.166666666666664,30.0,13.0,1.9,15.1,6.9,1.1,19.0,72.0,0,-29.0,8.0,-22.0,-23.0,-19.0,11.0,305
2020-11-24,75.5,38.0,15.0,2.8,15.1,7.8,1.1,20.0,74.2,0,-28.0,9.0,-20.0,-23.0,-19.0,11.0,1482
2020-11-25,105.08333333333333,53.0,24.0,3.7,16.7,13.3,1.6,23.0,64.0,0,-27.0,10.0,-11.0,-22.0,-18.0,11.0,2623
2020-11-26,105.08333333333333,53.0,24.0,4.6,15.9,18.3,1.1,23.0,57.0,0,-26.0,16.0,-17.0,-22.0,-18.0,11.0,1210
2020-11-27,121.41666666666666,61.0,27.0,5.5,21.2,19.2,1.1,22.0,68.0,0,-20.0,31.0,-4.0,-16.0,-14.0,9.0,970
2020-11-28,113.25,57.0,24.0,2.8,23.6,9.2,1.1,21.5,73.0,0,-14.0,23.0,-6.0,-2.0,8.0,4.0,1408
2020-11-29,113.25,57.0,22.0,3.7,21.2,9.2,1.1,24.0,65.0,0,-14.0,42.0,15.0,8.0,13.0,3.0,589
2020-11-30,117.33333333333333,59.0,20.0,5.5,12.2,21.5,1.1,22.0,77.0,0,-28.0,8.0,-30.0,-23.0,-19.0,11.0,290
2020-12-01,100.0,50.0,16.0,3.7,14.3,15.6,1.1,21.1,82.0,0,-26.0,15.0,-26.0,-22.0,-19.0,11.0,2232
2020-12-02,100.0,50.0,17.0,3.7,15.9,12.8,1.1,22.0,80.5,0,-24.0,17.0,-15.0,-21.0,-17.0,11.0,2059
2020-12-03,91.83333333333333,46.0,20.0,3.7,21.2,14.2,1.1,24.0,68.0,0,-22.0,22.0,-11.0,-19.0,-17.0,11.0,2075
2020-12-04,83.66666666666666,42.0,16.0,2.8,20.8,10.1,0.6,22.0,77.0,0,-22.0,22.0,-2.0,-16.0,-14.0,10.0,2112
2020-12-05,59.166666666666664,30.0,13.0,2.8,16.7,5.5,0.6,21.0,82.0,0,-12.0,26.0,-20.0,0.0,8.0,5.0,2149
2020-12-06,42.0,21.0,9.0,2.8,11.8,5.1,0.6,19.3,88.0,0,-21.0,17.0,-23.0,-13.0,8.0,5.0,643
2020-12-07,67.33333333333333,34.0,10.0,2.8,11.4,10.1,1.1,20.6,87.0,0,-22.0,14.0,-27.0,-21.0,-19.0,10.0,268
2020-12-08,67.33333333333333,34.0,10.0,3.7,9.0,11.5,0.6,20.5,83.0,0,-24.0,12.0,-29.0,-22.0,-18.0,11.0,2045
2020-12-09,91.83333333333333,46.0,16.0,2.8,11.8,9.6,1.1,20.0,75.5,0,-23.0,14.0,-14.0,-20.0,-17.0,11.0,2175
2020-12-10,83.66666666666666,42.0,15.0,2.8,13.5,8.7,1.1,20.5,73.5,0,-20.0,22.0,-9.0,-18.0,-17.0,10.0,1996
2020-12-11,83.66666666666666,42.0,16.0,3.7,10.6,13.3,1.1,21.0,77.0,0,-24.0,17.0,-12.0,-15.0,-14.0,10.0,1954
2020-12-12,91.83333333333333,46.0,15.0,4.6,17.1,13.3,0.6,23.0,73.0,0,-13.0,24.0,-12.0,0.0,9.0,4.0,1848
2020-12-13,67.33333333333333,34.0,10.0,3.7,14.3,6.9,0.6,24.0,72.2,0,-20.0,14.0,-8.0,-10.0,11.0,5.0,201
2020-12-14,67.33333333333333,34.0,12.0,3.7,19.9,10.6,0.6,22.6,70.5,0,-22.0,12.0,-18.0,-20.0,-18.0,10.0,290
2020-12-15,91.83333333333333,46.0,15.0,3.7,15.9,15.1,1.1,22.0,78.2,0,-23.0,11.0,-27.0,-20.0,-18.0,10.0,916
2020-12-16,109.16666666666667,55.0,19.0,4.6,17.9,15.6,1.1,22.7,80.9,0,-21.0,15.0,-17.0,-19.0,-17.0,10.0,0
2020-12-17,83.66666666666666,42.0,13.0,3.7,15.9,16.0,0.6,22.0,78.0,0,-18.0,22.0,-16.0,-17.0,-17.0,9.0,4632
2020-12-18,91.83333333333333,46.0,15.0,4.6,15.1,15.1,1.1,22.0,79.5,0,-19.0,20.0,-12.0,-13.0,-14.0,9.0,2025
2020-12-19,113.25,57.0,20.0,4.6,21.6,12.4,1.1,26.0,73.0,0,-7.0,30.0,-10.0,7.0,10.0,3.0,2498
2020-12-20,75.5,38.0,13.0,3.7,19.9,10.6,0.6,23.0,77.0,0,-12.0,22.0,-9.0,-2.0,18.0,4.0,0
2020-12-21,91.83333333333333,46.0,19.0,3.7,15.1,11.5,0.6,23.0,83.0,0,-13.0,22.0,-26.0,-19.0,-22.0,9.0,730
2020-12-22,50.0,25.0,9.0,2.8,14.3,7.4,0.6,20.8,88.0,0,-10.0,31.0,-30.0,-20.0,-25.0,9.0,2351
2020-12-23,75.5,38.0,15.0,2.8,14.3,8.7,1.1,19.0,77.0,0,-8.0,49.0,-17.0,-17.0,-26.0,8.0,2413
2020-12-24,50.0,25.0,11.0,1.9,13.9,5.1,1.1,19.0,77.0,0,-35.0,47.0,-34.0,-41.0,-52.0,14.0,2298
2020-12-25,59.166666666666664,30.0,11.0,1.9,13.5,4.6,1.1,18.0,82.0,1,-83.0,-70.0,-52.0,-72.0,-77.0,21.0,1012
2020-12-26,59.166666666666664,30.0,12.0,1.9,12.2,5.5,0.6,19.2,82.0,1,-60.0,-8.0,-49.0,-42.0,-29.0,13.0,423
2020-12-27,59.166666666666664,30.0,10.0,1.9,7.0,5.5,1.1,20.6,85.0,1,-60.0,-16.0,-54.0,-36.0,-8.0,10.0,660
2020-12-28,59.166666666666664,30.0,10.0,3.7,16.7,11.0,0.6,21.0,82.0,1,-26.0,9.0,-33.0,-34.0,-36.0,14.0,484
2020-12-29,59.166666666666664,30.0,10.0,3.7,14.7,11.9,0.6,20.1,82.0,1,-30.0,10.0,-35.0,-35.0,-38.0,14.0,3445
2020-12-30,75.5,38.0,11.0,3.7,19.5,11.0,0.6,25.0,61.0,1,-26.0,35.0,-22.0,-33.0,-38.0,12.0,0
2020-12-31,59.166666666666664,30.0,12.0,3.7,17.1,6.9,1.1,23.0,73.0,0,-54.0,29.0,-45.0,-52.0,-61.0,17.0,5872
2021-01-01,91.83333333333333,46.0,12.0,2.8,16.3,4.6,0.6,21.0,82.0,1,-87.0,-77.0,-64.0,-76.0,-79.0,22.0,0
2021-01-02,50.0,25.0,7.0,1.9,16.7,4.2,0.6,20.0,86.7,1,-69.0,-19.0,-58.0,-51.0,-40.0,14.0,1670
2021-01-03,59.166666666666664,30.0,8.0,1.9,14.3,3.7,1.1,19.0,77.0,1,-61.0,-13.0,-41.0,-34.0,-10.0,8.0,637
2021-01-04,75.5,38.0,11.0,2.8,13.9,8.3,1.1,21.0,77.0,1,-37.0,4.0,-29.0,-33.0,-29.0,12.0,551
2021-01-05,100.0,50.0,17.0,3.7,13.9,12.8,1.1,24.0,73.0,1,-36.0,7.0,-25.0,-31.0,-28.0,13.0,2981
2021-01-06,100.0,50.0,19.0,3.7,16.3,14.7,1.1,24.7,69.0,1,-37.0,3.0,-24.0,-30.0,-26.0,13.0,3208
2021-01-07,59.166666666666664,30.0,13.0,2.8,14.3,10.1,1.1,24.0,73.0,0,-33.0,14.0,-18.0,-28.0,-25.0,13.0,3127
2021-01-08,75.5,38.0,14.0,3.7,14.7,9.6,0.6,22.0,78.0,0,-33.0,11.0,-17.0,-26.0,-22.0,12.0,3329
2021-01-09,113.25,57.0,19.0,3.7,17.5,6.4,0.6,22.0,83.0,0,-27.0,15.0,-26.0,-17.0,-1.0,7.0,2775
2021-01-10,91.83333333333333,46.0,14.0,2.8,15.5,5.1,0.6,22.0,84.6,0,-37.0,1.0,-27.0,-25.0,2.0,7.0,943
2021-01-11,100.0,50.0,17.0,3.7,15.9,9.2,0.6,23.0,83.0,0,-32.0,7.0,-26.0,-28.0,-23.0,11.0,675
2021-01-12,113.25,57.0,20.0,3.7,15.9,12.4,0.6,23.0,83.0,0,-35.0,1.0,-31.0,-31.0,-24.0,12.0,2638
2021-01-13,91.83333333333333,46.0,14.0,2.8,16.3,6.4,1.1,22.7,83.0,0,-35.0,1.0,-23.0,-31.0,-24.0,11.0,3580
2021-01-14,75.5,38.0,15.0,2.8,14.3,7.4,1.1,22.0,82.0,0,-36.0,1.0,-24.0,-33.0,-26.0,10.0,2870
2021-01-15,100.0,50.0,17.0,4.6,9.4,16.5,1.1,21.0,85.0,0,-41.0,-8.0,-32.0,-34.0,-25.0,11.0,3466
2021-01-16,67.33333333333333,34.0,12.0,3.7,12.6,9.6,1.1,24.0,69.5,0,-29.0,6.0,-17.0,-22.0,-5.0,5.0,3061
2021-01-17,50.0,25.0,10.0,2.8,15.9,4.6,0.6,24.0,64.0,0,-36.0,-2.0,-5.0,-26.0,-3.0,4.0,1140
2021-01-18,59.166666666666664,30.0,11.0,3.7,19.1,9.2,0.6,23.0,78.0,0,-37.0,-6.0,-27.0,-33.0,-26.0,10.0,642
2021-01-19,75.5,38.0,14.0,2.8,15.5,7.8,0.6,22.0,83.0,0,-38.0,-2.0,-32.0,-34.0,-26.0,11.0,3466
2021-01-20,91.83333333333333,46.0,19.0,3.7,15.9,7.8,1.1,22.0,82.0,0,-35.0,3.0,-20.0,-31.0,-24.0,10.0,3399
2021-01-21,105.08333333333333,53.0,22.0,3.7,18.7,8.7,1.1,21.9,78.0,0,-34.0,6.0,-19.0,-30.0,-24.0,10.0,2868
2021-01-22,113.25,57.0,23.0,2.8,19.1,10.1,1.1,22.5,78.0,0,-34.0,5.0,-14.0,-27.0,-21.0,10.0,1716
